2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
2	5.5559e+07
